age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income_>50K
51,Self-emp-not-inc,24790,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,99,United-States,1
52,Private,357596,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,1
37,Private,278924,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,0
40,Private,83859,HS-grad,9,Widowed,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,0
29,Private,364986,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1628,47,United-States,0
52,Private,167794,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,1
72,,201375,Assoc-acdm,12,Widowed,,Not-in-family,White,Female,0,0,40,United-States,0
19,,234519,Some-college,10,Never-married,,Own-child,White,Male,0,0,35,United-States,0
47,Private,52795,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,46,United-States,0
45,Private,89325,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,0
23,State-gov,335453,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,20,United-States,0
46,Private,233059,9th,5,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
30,Private,149368,HS-grad,9,Divorced,Sales,Unmarried,White,Male,1151,0,30,United-States,0
23,Private,60847,Assoc-voc,11,Never-married,Sales,Unmarried,White,Female,0,0,60,United-States,0
48,State-gov,50748,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
43,Private,339767,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,England,1
38,Private,180288,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,60,United-States,1
23,Private,106615,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Female,2176,0,25,United-States,0
45,Private,259323,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
69,,248248,1st-4th,2,Married-civ-spouse,,Husband,Asian-Pac-Islander,Male,0,0,34,Philippines,0
68,Private,176468,HS-grad,9,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,24,United-States,0
62,Private,223975,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States,0
26,Private,56929,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,50,,0
58,,178660,12th,8,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,0
23,Private,154641,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
24,Private,73928,Assoc-voc,11,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,20,United-States,0
28,Private,263728,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
27,Private,192936,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0
52,Private,162576,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
30,Private,243841,HS-grad,9,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,40,South,0
58,Self-emp-not-inc,129786,HS-grad,9,Separated,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,0
25,Private,294406,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,0
63,Private,156127,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,0
18,Private,245486,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,0
37,Private,167482,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,0
40,Private,142657,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,45,United-States,0
39,Federal-gov,65324,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,1
59,Private,359292,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,0
39,Self-emp-not-inc,65738,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,15,United-States,1
23,Private,213955,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0,2001,40,United-States,0
40,Private,136986,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,52,United-States,1
19,Private,177945,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,25,United-States,0
30,Self-emp-not-inc,437458,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
25,Private,267284,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,0
44,Self-emp-not-inc,104196,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,84,United-States,0
38,Private,498785,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
38,Private,40077,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1
31,Private,142675,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0
49,Private,102096,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3781,0,40,United-States,0
41,Self-emp-not-inc,129865,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,0
46,Private,161819,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,25,United-States,0
37,Private,305597,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1
53,Self-emp-not-inc,257126,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
34,Local-gov,93886,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,46,United-States,1
37,Private,319831,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,1
45,Private,83064,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
19,Private,286419,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,0
23,Private,111450,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Male,0,0,22,United-States,0
40,Private,205175,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,37,United-States,0
57,Private,166107,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,,0
26,Private,201663,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,0
55,Private,199763,HS-grad,9,Separated,Protective-serv,Not-in-family,White,Male,0,0,81,United-States,0
51,Self-emp-not-inc,381769,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0
33,Private,122672,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0
31,Private,74501,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,0
38,Local-gov,233571,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
31,Private,156493,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
48,Private,83407,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
17,Private,113301,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,,0
24,Private,53942,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
48,Federal-gov,277946,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
45,Private,160703,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,0
21,Private,211385,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Black,Male,0,0,35,Jamaica,0
37,Private,426350,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,1
21,Private,221418,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,0
22,,377725,Bachelors,13,Never-married,,Not-in-family,White,Female,0,0,23,United-States,0
18,Private,54440,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,0
18,Private,34125,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,0
18,,153302,HS-grad,9,Never-married,,Not-in-family,White,Female,0,0,40,United-States,0
17,Private,311907,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,0
27,Private,114967,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0
21,,277700,Some-college,10,Never-married,,Own-child,White,Male,0,0,20,United-States,0
36,Private,423711,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,0
42,State-gov,24264,Some-college,10,Divorced,Transport-moving,Unmarried,White,Male,0,0,38,United-States,0
31,Private,354464,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
51,Local-gov,152754,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
43,State-gov,241506,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,1506,0,36,United-States,0
27,Private,278617,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
37,Private,294919,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
53,State-gov,105728,HS-grad,9,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,0,0,28,United-States,1
29,Private,115549,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,2635,0,40,United-States,0
75,Self-emp-not-inc,208426,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,0
28,Local-gov,175262,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,2002,40,England,0
29,Private,306420,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1
78,,143574,Some-college,10,Widowed,,Not-in-family,White,Male,0,0,5,United-States,0
65,Private,192309,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,15,United-States,0
35,Private,181382,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,0
21,Private,122048,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,29,United-States,0
38,Local-gov,116608,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,1
51,Private,102904,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,43,United-States,0
38,Private,109231,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
52,Private,49243,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
36,,100669,HS-grad,9,Never-married,,Own-child,Asian-Pac-Islander,Male,0,0,25,United-States,0
25,Private,298225,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0
23,Private,190273,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,0
25,Private,206600,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,24,Nicaragua,0
57,Private,231232,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
28,Private,171356,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,55,United-States,0
59,State-gov,192258,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
21,Private,199419,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
34,Private,218164,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,44,United-States,0
24,Private,291355,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,0
51,,69328,Assoc-voc,11,Married-civ-spouse,,Husband,White,Male,0,0,50,United-States,1
20,Private,34310,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,0
51,Local-gov,110327,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
42,Private,117728,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0
23,Private,336360,7th-8th,4,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,0
46,Private,144844,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,42,United-States,0
71,Private,152307,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2377,45,United-States,1
36,Private,218490,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Germany,1
33,Private,104509,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
50,State-gov,297551,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,52,United-States,0
26,Private,86872,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1
41,State-gov,288433,Masters,14,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,0
35,Private,90406,11th,7,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,0
48,Private,279724,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,48,United-States,1
35,Self-emp-not-inc,269300,Bachelors,13,Never-married,Other-service,Not-in-family,Black,Female,0,0,60,United-States,0
45,Local-gov,238386,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
47,Private,168262,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
50,Federal-gov,221532,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
46,Private,176552,11th,7,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,1
23,Private,216181,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,36,Iran,0
18,Private,111256,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,0
26,Private,233777,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
35,Private,399455,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,52,United-States,0
28,Private,398220,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,0
31,Private,124827,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
57,Local-gov,110417,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,99999,0,40,United-States,1
33,Private,268996,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,0,0,25,United-States,0
21,,214731,Some-college,10,Never-married,,Own-child,White,Female,0,0,40,United-States,0
41,Private,253060,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
30,Private,125762,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,United-States,0
25,Private,86872,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,1
34,Private,137088,HS-grad,9,Married-civ-spouse,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
53,Private,350510,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
35,Private,30529,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
45,Private,481987,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,18,United-States,1
23,Private,224632,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,0,0,38,United-States,0
44,Private,172160,11th,7,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,0
28,Private,59335,Bachelors,13,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,15,United-States,0
72,Local-gov,144515,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1258,40,United-States,0
29,Local-gov,76978,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,50,United-States,0
35,Private,190759,11th,7,Separated,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
29,Local-gov,249932,11th,7,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,0
24,Private,182276,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,United-States,0
18,Private,40822,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,0
47,Self-emp-inc,168191,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
47,Private,189143,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,0
30,Private,149118,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,0
31,Self-emp-not-inc,162442,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,1
45,Private,293691,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,1590,40,Japan,0
42,Private,170230,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,1
51,Private,306108,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1
22,Private,112847,HS-grad,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,0
18,Private,120243,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,17,United-States,0
65,Self-emp-not-inc,176835,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,7978,0,40,United-States,0
58,Self-emp-not-inc,222311,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,7688,0,55,United-States,1
40,Private,144067,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
57,Private,89392,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
37,Private,35309,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
32,Private,286689,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,42,United-States,1
46,Local-gov,60751,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
40,State-gov,34218,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
20,Private,194138,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,0
38,State-gov,116975,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,50,United-States,1
64,Private,180624,Assoc-acdm,12,Never-married,Prof-specialty,Other-relative,White,Female,0,0,30,United-States,0
51,Private,176608,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,0
33,Private,125249,HS-grad,9,Separated,Protective-serv,Own-child,White,Female,0,0,40,United-States,0
47,Private,189123,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1485,58,United-States,0
72,Self-emp-not-inc,473748,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,0
48,Private,120131,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,70,United-States,1
29,Private,114158,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0
63,,150389,Bachelors,13,Widowed,,Not-in-family,White,Female,0,0,40,United-States,1
37,Private,256723,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States,0
38,Private,193815,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
59,Private,158813,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
40,Private,266803,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,1
30,Private,156464,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,Germany,0
27,Self-emp-not-inc,116613,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,50,United-States,0
22,Private,314525,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
32,Private,93283,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
47,Private,298037,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,44,United-States,0
54,Self-emp-not-inc,114758,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
34,,164309,11th,7,Married-civ-spouse,,Wife,White,Female,0,0,8,United-States,0
40,Private,104892,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0
52,Private,113522,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,1
18,Private,164134,HS-grad,9,Never-married,Tech-support,Own-child,White,Female,0,0,10,United-States,0
52,Self-emp-not-inc,199265,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,0
40,Private,136986,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,1
37,Private,361888,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,10520,0,40,United-States,1
61,Private,69867,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
31,Federal-gov,180656,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,0
32,Private,174201,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,38,United-States,1
42,Self-emp-not-inc,32016,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,0
53,Private,231865,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
19,Private,213644,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
38,Self-emp-inc,85566,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,65,United-States,0
41,Private,207335,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,1
57,Private,169071,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,28,United-States,0
48,Private,102359,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
48,Private,359808,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,1
28,Private,173858,HS-grad,9,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,35,China,0
70,,158642,HS-grad,9,Widowed,,Not-in-family,White,Female,2993,0,20,United-States,0
40,Private,297396,Some-college,10,Separated,Exec-managerial,Unmarried,White,Female,0,0,60,United-States,0
62,,178764,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States,1
28,Private,338409,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,Cuba,0
64,Self-emp-not-inc,213945,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
48,Federal-gov,33109,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,58,United-States,1
32,Local-gov,226296,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
34,Private,29933,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
28,Local-gov,251854,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
51,Federal-gov,160703,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
19,Private,264390,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,2001,40,United-States,0
34,Private,42900,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
51,Private,113045,Masters,14,Widowed,Exec-managerial,Unmarried,White,Male,15020,0,40,United-States,1
37,Private,34180,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
